Sol Mercurio Venus Tierra Marte Jupiter Saturno Urano Neptuno Pluton
0.000179 0.039525 0.019878 0.000162 -0.020912 -0.100239 -0.163683 -0.134336 -0.601758 -1.109261 
0.000180 0.015830 0.028909 0.000170 -0.024420 -0.100953 -0.165615 -0.133921 -0.602430 -1.117613 
0.000182 -0.015948 0.036193 0.000179 -0.027740 -0.101646 -0.167543 -0.133505 -0.603100 -1.125964 
0.000183 -0.042236 0.041306 0.000188 -0.030840 -0.102319 -0.169467 -0.133089 -0.603771 -1.134315 
0.000184 -0.058477 0.043954 0.000197 -0.033690 -0.102971 -0.171386 -0.132673 -0.604440 -1.142664 
0.000185 -0.063678 0.043989 0.000206 -0.036262 -0.103603 -0.173301 -0.132256 -0.605109 -1.151014 
0.000186 -0.057939 0.041412 0.000214 -0.038527 -0.104214 -0.175212 -0.131839 -0.605778 -1.159362 
0.000187 -0.041862 0.036375 0.000222 -0.040461 -0.104804 -0.177118 -0.131421 -0.606446 -1.167710 
0.000189 -0.016910 0.029168 0.000229 -0.042040 -0.105373 -0.179020 -0.131003 -0.607113 -1.176057 
0.000190 0.012955 0.020215 0.000235 -0.043244 -0.105920 -0.180917 -0.130584 -0.607780 -1.184403 
0.000191 0.037270 0.010044 0.000240 -0.044056 -0.106447 -0.182809 -0.130165 -0.608447 -1.192749 
0.000192 0.039081 -0.000731 0.000244 -0.044466 -0.106952 -0.184697 -0.129746 -0.609112 -1.201094 
0.000193 0.018673 -0.011449 0.000246 -0.044464 -0.107436 -0.186580 -0.129326 -0.609777 -1.209438 
0.000194 -0.008900 -0.021438 0.000248 -0.044048 -0.107897 -0.188458 -0.128906 -0.610442 -1.217781 
0.000195 -0.034098 -0.030057 0.000248 -0.043219 -0.108337 -0.190332 -0.128485 -0.611106 -1.226124 
0.000196 -0.052477 -0.036742 0.000247 -0.041984 -0.108756 -0.192200 -0.128064 -0.611770 -1.234466 
0.000197 -0.061708 -0.041050 0.000245 -0.040354 -0.109152 -0.194064 -0.127642 -0.612432 -1.242807 
0.000198 -0.060216 -0.042689 0.000241 -0.038347 -0.109526 -0.195923 -0.127220 -0.613095 -1.251148 
0.000198 -0.046815 -0.041546 0.000237 -0.035982 -0.109878 -0.197776 -0.126798 -0.613757 -1.259488 
0.000199 -0.021314 -0.037696 0.000232 -0.033285 -0.110208 -0.199625 -0.126375 -0.614418 -1.267827 
0.000200 0.012375 -0.031395 0.000226 -0.030283 -0.110515 -0.201468 -0.125952 -0.615079 -1.276165 
0.000201 0.039194 -0.023064 0.000219 -0.027007 -0.110800 -0.203306 -0.125529 -0.615739 -1.284502 
0.000202 0.042181 -0.013248 0.000212 -0.023490 -0.111063 -0.205139 -0.125105 -0.616398 -1.292839 
0.000202 0.026580 -0.002583 0.000204 -0.019767 -0.111303 -0.206967 -0.124680 -0.617057 -1.301175 
0.000203 0.003274 0.008257 0.000197 -0.015873 -0.111520 -0.208789 -0.124256 -0.617715 -1.309510 
0.000204 -0.020687 0.018598 0.000190 -0.011845 -0.111715 -0.210606 -0.123830 -0.618373 -1.317845 
0.000205 -0.040914 0.027813 0.000182 -0.007718 -0.111887 -0.212418 -0.123405 -0.619030 -1.326178 
0.000205 -0.054104 0.035353 0.000176 -0.003528 -0.112036 -0.214224 -0.122979 -0.619687 -1.334511 
0.000206 -0.057140 0.040777 0.000170 0.000692 -0.112163 -0.216024 -0.122552 -0.620343 -1.342843 
0.000206 -0.046764 0.043772 0.000165 0.004908 -0.112267 -0.217819 -0.122126 -0.620999 -1.351175 
0.000207 -0.020682 0.044168 0.000161 0.009088 -0.112348 -0.219608 -0.121698 -0.621654 -1.359505 
0.000208 0.016017 0.041942 0.000158 0.013204 -0.112406 -0.221392 -0.121271 -0.622308 -1.367835 
0.000208 0.042810 0.037223 0.000156 0.017228 -0.112441 -0.223170 -0.120843 -0.622962 -1.376163 
0.000209 0.048212 0.030284 0.000156 0.021133 -0.112453 -0.224942 -0.120415 -0.623615 -1.384491 
0.000209 0.037769 0.021527 0.000157 0.024896 -0.112443 -0.226708 -0.119986 -0.624268 -1.392819 
